Age (bin),City,Education,Gender,GenderLabel,HouseOwnerFlag,HouseOwnerFlagLabel,MaritalStatus,MaritalStatusLabel,Occupation,PostalCode,Prospect,ProspectiveBuyerKey,StateProvinceCode,Age,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
80,Beaverton,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,97005,Meghan Gomez,1393,OR,34,2,0,4,"10,000"
45,Peoria,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,61606,Carolyn Romero,443,IL,53,2,2,2,"20,000"
40,Beaverton,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,97005,Maria Gray,1397,OR,45,2,2,2,"20,000"
35,Chula Vista,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,91910,Elizabeth Foster,665,CA,42,2,0,0,"50,000"
50,Mobile,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,36602,Kristine Rubio,1219,AL,38,2,0,2,"50,000"
50,Salem,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,97301,Bailey Howard,229,OR,34,2,0,2,"60,000"
60,Port Orchard,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98366,Summer Sara,1883,WA,47,2,0,4,"40,000"
55,Burbank,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,91502,Catherine Gray,359,CA,57,2,1,2,"50,000"
55,Burbank,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,91502,Catherine Gray,360,CA,50,2,1,2,"50,000"
55,Burbank,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,91502,Catherine Grey,361,CA,55,2,1,2,"50,000"
55,Marysville,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98270,Jordan Mitchell,1011,WA,41,2,1,2,"50,000"
50,Lynnwood,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98036,Kristin Anand,1127,WA,38,2,1,2,"90,000"
65,Whittier,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,90605,Sabrina Gomez,1814,CA,30,2,1,5,"70,000"
55,Bellevue,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98004,Alexia Simmons,156,WA,59,2,2,5,"80,000"
30,Burbank,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91502,Karen Zheng,1254,CA,53,2,0,0,"30,000"
30,Destin,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,32541,Mayra Fernandez,1388,FL,46,2,0,0,"30,000"
30,Kenmore,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98028,Sierra Adams,1784,WA,44,2,0,0,"30,000"
30,Fremont,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94536,Natalie Davis,1532,CA,48,2,0,0,"40,000"
30,Van Nuys,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91411,Catherine Cook,338,CA,41,2,0,0,"40,000"
30,Hollywood,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,33021,Melissa Henderson,1402,FL,38,2,0,0,"40,000"
30,Duvall,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98019,Tamara Nara,1951,WA,52,2,0,0,"40,000"
30,North Bend,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98045,Brianna Bennett,204,WA,58,2,0,0,"40,000"
30,Lemon Grove,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91945,Beth Ramos,266,CA,45,2,0,0,"50,000"
50,Concord,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94519,Rachel Peterson,1738,CA,45,2,0,2,"50,000"
55,San Carlos,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94070,Makayla Cook,1376,CA,51,2,0,3,"30,000"
60,Walla Walla,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,99362,Carolyn Sara,453,WA,42,2,0,4,"20,000"
45,Lebanon,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97355,Christy Xu,493,OR,49,2,2,4,"40,000"
60,Everett,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98201,Michele Sanz,1482,WA,32,3,1,5,"70,000"
45,Issaquah,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98027,Trisha Yang,1990,WA,48,3,2,4,"40,000"
45,Edmonds,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98020,Shawna Chande,1797,WA,33,3,3,4,"40,000"
45,Redmond,High Schoo,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98052,Cassie Shen,465,WA,39,3,3,4,"40,000"
60,Chula Vista,High Schoo,F,FEMALE,0,NO,S,SINGLE,Management,91910,Denise Sai,601,CA,46,4,4,3,"100,000"
60,Las Vegas,High Schoo,F,FEMALE,0,NO,S,SINGLE,Management,89106,Paula Gomez,1615,NV,46,4,4,3,"100,000"
50,Olympia,High Schoo,F,FEMALE,0,NO,S,SINGLE,Professional,98501,Samantha Flores,1810,WA,41,4,4,3,"120,000"
30,Burien,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,98168,Krystal He,1162,WA,60,1,0,0,"30,000"
35,Lincoln Acres,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,91950,Julia Powell,1036,CA,47,1,2,2,"40,000"
30,Concord,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,94519,Sheena Tang,1888,CA,34,1,0,0,"10,000"
60,National City,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,91950,Kathleen Blanco,1134,CA,52,1,1,2,"50,000"
55,Woodland Hills,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,91364,Savannah Nelson,1857,CA,46,1,2,3,"90,000"
55,San Francisco,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94109,Alexia Gonzales,45,CA,47,1,2,4,"90,000"
55,San Francisco,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94109,Alyssa Long,81,CA,44,1,2,4,"90,000"
55,Anacortes,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98221,Andrea Mitchell,92,WA,57,1,2,4,"90,000"
30,New York,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,10007,Dawn Rai,589,NY,57,1,0,0,"50,000"
30,Milwaukie,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97222,Bailey Campbell,211,OR,52,1,0,0,"50,000"
30,Issaquah,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98027,Tamara Deng,1922,WA,43,1,0,0,"50,000"
65,Milwaukie,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,97222,Cassie Xie,490,OR,30,2,0,2,"30,000"
60,Minneapolis,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,55402,Summer Fernandez,1809,MN,32,2,0,3,"30,000"
60,Columbus,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,43215,Kristin Nara,1189,OH,42,2,0,3,"30,000"
60,La Marque,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,77568,Candace Rodriguez,441,TX,38,2,0,3,"30,000"
30,Bremerton,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,98312,Paula Serrano,1635,WA,52,2,3,3,"30,000"
35,Concord,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94519,Mandy Wang,1507,CA,50,2,0,0,"70,000"
70,Concord,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94519,Destiny Thomas,623,CA,43,2,0,3,"40,000"
55,National City,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,91950,Donna Aggarwal,512,CA,34,2,1,2,"50,000"
60,Glendale,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,91203,Courtney Perez,424,CA,52,2,1,2,"50,000"
60,San Francisco,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94109,Joanna Navarro,1028,CA,56,2,1,2,"50,000"
60,Duvall,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98019,Kristen Lin,1178,WA,55,2,1,2,"50,000"
60,Duvall,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98019,Sarah Foster,1811,WA,37,2,1,2,"50,000"
60,Issaquah,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98027,Lauren Simmons,1315,WA,46,2,1,2,"50,000"
60,Marysville,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98270,Tamara Liu,1940,WA,46,2,1,2,"50,000"
55,Bellflower,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,90706,Tracy Anand,1912,CA,52,2,2,4,"90,000"
45,North Miami Beach,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,33162,Felicia Alvarez,724,FL,56,2,3,0,"100,000"
30,Chula Vista,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91910,Stephanie Lopez,1837,CA,37,2,0,0,"50,000"
30,San Carlos,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94070,Julia Rivera,1051,CA,38,2,0,0,"50,000"
30,San Diego,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,92102,Kara Raje,1207,CA,54,2,0,0,"50,000"
30,Minneapolis,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,55402,Barbara She,282,MN,34,2,0,0,"50,000"
30,Portland,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97205,Natalie Evans,1535,OR,58,2,0,0,"50,000"
30,Marysville,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98270,Isabelle Powell,893,WA,35,2,0,0,"50,000"
30,Marysville,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98270,Jordyn Foster,947,WA,49,2,0,0,"50,000"
30,Milwaukie,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97222,Sydney Turner,1890,OR,42,2,0,0,"60,000"
40,Miami,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,33127,Alison She,151,FL,56,2,4,4,"90,000"
40,West Covina,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,91791,Mariah Cook,1375,CA,37,3,4,4,"90,000"
40,Salem,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,97301,Nina Nara,1560,OR,52,3,4,4,"90,000"
45,Surprise,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,85374,Christine Sharma,457,AZ,57,3,4,5,"70,000"
45,Richmond,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94801,Autumn She,150,CA,33,3,4,5,"80,000"
45,Everett,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,98201,Jill Romero,1057,WA,35,3,4,5,"80,000"
45,Downey,Partial Co,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,90241,Natalie Wood,1583,CA,52,3,4,5,"70,000"
55,Burlingame,Partial Co,F,FEMALE,0,NO,S,SINGLE,Management,94010,Kristin Raje,1206,CA,31,4,4,3,"100,000"
45,Redwood City,Partial Co,F,FEMALE,0,NO,S,SINGLE,Professional,94063,Lauren Smith,1317,CA,57,4,2,3,"100,000"
30,Coronado,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,92118,Riley Griffin,1686,CA,42,1,0,0,"20,000"
30,Concord,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,94519,Tabitha Madan,1946,CA,56,2,0,0,"30,000"
30,San Carlos,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,94070,Janelle Sara,1070,CA,47,2,0,0,"40,000"
30,Killeen,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,76541,Katherine Murphy,1188,TX,43,2,0,0,"40,000"
65,San Diego,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,92102,Maria Parker,1444,CA,52,2,0,5,"30,000"
65,Corvallis,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,97330,Rebecca Carter,1656,OR,49,2,0,5,"30,000"
65,Index,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,98256,Jenna Carter,925,WA,30,2,0,5,"30,000"
50,Woodburn,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Clerical,97071,Kellie Castro,1135,OR,47,2,1,2,"20,000"
35,Berkeley,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,94704,Janelle Verma,1101,CA,44,2,0,0,"10,000"
35,Concord,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,94519,Cara Yang,496,CA,37,2,0,0,"10,000"
35,Chula Vista,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,91910,Alicia Nath,104,CA,48,2,0,0,"10,000"
30,Burien,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,98168,Janelle Rana,1048,WA,57,2,0,0,"10,000"
35,Ballard,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,98107,Trisha Zhu,1999,WA,42,2,0,0,"10,000"
35,Lewiston,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,83501,Margaret Hu,1406,ID,53,2,0,0,"20,000"
35,Seattle,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,98104,Abigail Watson,175,WA,46,2,0,0,"20,000"
40,Austin,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Manual,78701,Paige Long,1619,TX,30,2,3,4,"10,000"
50,North Randall,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,44128,Hailey Hall,834,OH,50,2,0,2,"50,000"
50,Redmond,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98052,Barbara Pal,255,WA,37,2,0,2,"50,000"
30,Colma,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94014,Gabrielle Phillips,800,CA,47,3,0,0,"60,000"
60,W. Linn,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97068,Mandy Hu,1407,OR,47,3,1,2,"30,000"
35,San Francisco,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Management,94109,Gina Gomez,783,CA,39,4,5,0,"110,000"
35,Tacoma,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Professional,98403,Cara Chen,335,WA,47,4,5,0,"120,000"
60,W. Linn,Partial Hi,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97068,Gabrielle Flores,778,OR,40,4,0,5,"30,000"
30,Barstow,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,92311,Tanya Hernandez,1932,CA,35,0,0,0,"20,000"
30,Indianapolis,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,46204,Lacey Lu,1294,IN,41,0,0,0,"20,000"
30,Memphis,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,38103,Kara Shan,1229,TN,36,0,0,0,"20,000"
35,Spring Valley,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,91977,Renee Blanco,1652,CA,54,0,0,0,"30,000"
40,Colma,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,94014,Krista Serrano,1226,CA,38,0,0,0,"40,000"
40,Spring Valley,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,91977,Mariah Morris,1433,CA,47,0,0,0,"40,000"
50,Colma,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,94014,Andrea Rivera,131,CA,47,0,0,1,"20,000"
70,Daly City,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,94015,Erica Guo,672,CA,45,0,0,1,"20,000"
40,Colma,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,94014,Joy Diaz,940,CA,48,0,0,1,"30,000"
65,Dallas,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,75201,Kari Gonzalez,1159,TX,42,0,0,1,"30,000"
50,Beaverton,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,97005,Laura Sun,1322,OR,32,0,0,3,"30,000"
50,Longview,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,98632,Tina Patel,1955,WA,53,0,0,3,"30,000"
40,Downey,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,90241,Nancy Patel,1564,CA,55,0,1,1,"30,000"
45,Santa Cruz,Bachelors,F,FEMALE,0,NO,S,SINGLE,Manual,95062,Meagan Garcia,1391,CA,45,0,0,1,"10,000"
40,Cheektowaga,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,14227,Adrienne Romero,136,NY,44,0,0,0,"90,000"
40,Seattle,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98104,Deborah Raji,592,WA,41,0,0,0,"40,000"
45,Cedar Park,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,78613,Jasmine Bennett,917,TX,42,0,0,1,"40,000"
40,Lincoln Acres,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91950,Lori Alonso,1258,CA,53,0,3,3,"50,000"
40,Everett,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98201,Gloria Suarez,816,WA,42,0,3,3,"50,000"
40,Coronado,Bachelors,F,FEMALE,0,NO,S,SINGLE,Clerical,92118,Faith Rivera,755,CA,48,1,1,1,"30,000"
40,Walla Walla,Bachelors,F,FEMALE,0,NO,S,SINGLE,Management,99362,Michelle Rogers,1471,WA,52,1,4,4,"90,000"
45,Chandler,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,85225,Carmen Sanchez,450,AZ,57,1,0,0,"70,000"
45,Concord,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,94519,Nicole Johnson,1545,CA,50,1,0,0,"70,000"
45,Newport Hills,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,98006,Tamara Zhao,1996,WA,45,1,0,0,"70,000"
40,Seattle,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,98104,Dawn Xu,635,WA,40,1,0,0,"70,000"
45,Burbank,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,91502,Jessie Gil,956,CA,46,1,0,1,"60,000"
50,Concord,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,94519,Caroline Hayes,363,CA,31,1,0,2,"90,000"
55,Concord,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94519,Riley Jenkins,1701,CA,47,1,0,1,"30,000"
40,Berkeley,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94704,Alicia Chande,18,CA,45,1,2,2,"50,000"
40,Chula Vista,Bachelors,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91910,Ruth Kapoor,1706,CA,44,1,2,2,"50,000"
45,Bellflower,Bachelors,F,FEMALE,0,NO,S,SINGLE,Professional,90706,Barbara Shan,276,CA,51,2,2,3,"60,000"
70,Colma,Bachelors,F,FEMALE,0,NO,S,SINGLE,Management,94014,Latoya Xie,1331,CA,53,3,3,1,"160,000"
40,Bellflower,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,90706,Priscilla Jai,1617,CA,32,0,0,0,"40,000"
40,Concord,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,94519,Sierra Mitchell,1847,CA,57,0,0,0,"40,000"
70,Seattle,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,98104,Marie Srini,1495,WA,32,0,0,1,"10,000"
70,Olympia,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,98501,Anne Diaz,34,WA,30,0,0,1,"20,000"
50,Bremerton,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,98312,Susan Chen,1799,WA,33,0,0,1,"30,000"
45,Downey,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,90241,Michele Rodriguez,1470,CA,58,0,0,4,"30,000"
45,Grossmont,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,91941,Jenny Gao,950,CA,39,0,0,5,"30,000"
45,Burien,Graduate D,F,FEMALE,0,NO,S,SINGLE,Clerical,98168,Julia Cook,933,WA,36,0,0,5,"30,000"
40,Beverly Hills,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,90210,Martha Cai,1361,CA,32,0,0,1,"90,000"
40,Chula Vista,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,91910,Monica Suri,1498,CA,45,0,0,1,"90,000"
40,Colma,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,94014,Melinda Alonso,1347,CA,43,0,0,1,"100,000"
40,Lebanon,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,97355,Casey Goel,352,OR,32,0,4,4,"80,000"
45,Burlingame,Graduate D,F,FEMALE,0,NO,S,SINGLE,Manual,94010,Brittney Yang,303,CA,33,0,0,1,"10,000"
45,Grossmont,Graduate D,F,FEMALE,0,NO,S,SINGLE,Manual,91941,Erika Ramos,701,CA,56,0,0,1,"10,000"
40,Chicago,Graduate D,F,FEMALE,0,NO,S,SINGLE,Manual,60610,Shannon Ma,1840,IL,55,0,0,1,"10,000"
35,Concord,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,94519,Sierra Lopez,1838,CA,38,0,0,1,"60,000"
35,Berkeley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,94704,Lauren Stewart,1320,CA,58,0,0,1,"60,000"
35,Ballard,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,98107,Jacqueline Bryant,922,WA,37,0,0,1,"60,000"
35,Bothell,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,98011,Victoria Foster,2005,WA,32,0,0,1,"60,000"
40,Lincoln Acres,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,91950,Stacey Zhang,1900,CA,42,0,0,5,"70,000"
40,Oregon City,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,97045,Regina Patel,1735,OR,31,0,0,5,"70,000"
50,Bradenton,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,34205,Allison Hall,54,FL,45,0,4,5,"80,000"
40,Burlingame,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94010,Hannah Taylor,861,CA,58,0,0,0,"50,000"
40,Moline,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,61265,Kara Sharma,1231,IL,45,0,0,0,"50,000"
40,Carol Stream,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,60188,Olivia Martin,1592,IL,58,0,0,0,"50,000"
40,Woodburn,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97071,Bailey Perez,258,OR,47,0,0,0,"50,000"
40,Burien,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98168,Kelsey Anand,1128,WA,58,0,0,0,"50,000"
35,Concord,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94519,Alexia Patterson,108,CA,33,0,0,0,"50,000"
35,Sedro Woolley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98284,Destiny Russell,600,WA,40,0,0,0,"50,000"
80,Spring Valley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,91977,Mallory Torres,1502,CA,31,0,0,1,"40,000"
35,Berkeley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94704,Morgan Simmons,1491,CA,52,0,0,1,"50,000"
35,Concord,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94519,Bailey Watson,297,CA,43,0,0,1,"60,000"
50,Portland,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,97205,Kellie Suarez,1240,OR,41,0,0,4,"50,000"
35,Berkeley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,94704,Sarah Hayes,1821,CA,52,0,1,1,"50,000"
35,Beverly Hills,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,90210,Kara Xie,1249,CA,59,0,1,1,"50,000"
35,Mcdonough,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,30253,Christine Xie,489,GA,49,0,1,1,"50,000"
35,Sedro Woolley,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,98284,Riley Henderson,1695,WA,59,0,1,1,"50,000"
35,Spokane,Graduate D,F,FEMALE,0,NO,S,SINGLE,Skilled Manual,99202,Crystal Ma,401,WA,58,0,1,1,"50,000"
65,Everett,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,98201,Bridget Chander,214,WA,52,1,0,2,"50,000"
40,Colma,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,94014,Melissa Torres,1501,CA,60,1,0,0,"60,000"
50,Grossmont,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,91941,Haley Roberts,852,CA,42,1,0,2,"70,000"
50,Issaquah,Graduate D,F,FEMALE,0,NO,S,SINGLE,Professional,98027,Carmen Gonzalez,356,WA,48,1,4,5,"70,000"
40,Palo Alto,Graduate D,F,FEMALE,0,NO,S,SINGLE,Management,94303,Diane Gomez,549,CA,32,3,0,0,"110,000"
45,Colma,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,94014,Deanna Rana,595,CA,44,0,1,1,"10,000"
40,Spring Valley,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,91977,Holly Madan,840,CA,37,0,2,2,"10,000"
50,Everett,High Schoo,F,FEMALE,0,NO,S,SINGLE,Clerical,98201,Robin Alonso,1647,WA,43,1,0,1,"30,000"
55,Lynnwood,High Schoo,F,FEMALE,0,NO,S,SINGLE,Clerical,98036,Holly Prasad,850,WA,42,1,0,1,"30,000"
45,Concord,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,94519,Allison Hill,59,CA,50,1,1,1,"10,000"
40,Chula Vista,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,91910,Kristin Sharma,1230,CA,56,1,1,1,"20,000"
40,Bellflower,High Schoo,F,FEMALE,0,NO,S,SINGLE,Manual,90706,Stephanie Phillips,1866,CA,53,1,2,2,"10,000"
35,National City,High Schoo,F,FEMALE,0,NO,S,SINGLE,Management,91950,Kathryn Kumar,1172,CA,50,3,0,0,"90,000"
35,Tacoma,High Schoo,F,FEMALE,0,NO,S,SINGLE,Management,98403,Jillian Chandra,928,WA,55,3,0,0,"90,000"
35,Lynnwood,High Schoo,F,FEMALE,0,NO,S,SINGLE,Management,98036,Jocelyn Simmons,1079,WA,51,3,5,0,"100,000"
45,Corvallis,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,97330,Bridget Bhat,205,OR,38,0,2,2,"30,000"
40,Carrollton,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,75006,Christy Xu,494,TX,32,0,2,2,"30,000"
45,Daly City,Partial Co,F,FEMALE,0,NO,S,SINGLE,Clerical,94015,Pamela Gonzalez,1616,CA,55,0,3,3,"30,000"
30,Concord,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,94519,Deborah Chander,530,CA,57,0,0,0,"20,000"
50,Chula Vista,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,91910,Madeline Wright,1514,CA,39,0,0,2,"10,000"
50,Burien,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,98168,Jessica Price,1040,WA,30,0,0,2,"10,000"
40,Chula Vista,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,91910,Arianna Perry,112,CA,53,0,2,2,"30,000"
40,Chula Vista,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,91910,Sydney Griffin,1815,CA,41,0,2,2,"30,000"
40,Santa Monica,Partial Co,F,FEMALE,0,NO,S,SINGLE,Manual,90401,Leah Gao,1271,CA,47,0,2,2,"30,000"
